,rank,artist,song,rank_last_week,peak_rank,weeks_on_chart,date
4729,30,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,25,2,41,2020-11-28
4730,31,Future & Lil Uzi Vert,Drankin N Smokin,0,31,1,2020-11-28
4731,32,Pop Smoke,What You Know Bout Love,28,25,11,2020-11-28
4732,33,Lee Brice,One Of Them Girls,29,17,25,2020-11-28
4733,34,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer,33,33,24,2020-11-28
4734,35,Russell Dickerson,Love You Like I Used To,31,31,11,2020-11-28
4735,36,Parker McCollum,Pretty Heart,37,36,19,2020-11-28
4736,37,Lil Nas X,Holiday,0,37,1,2020-11-28
4737,38,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,36,36,17,2020-11-28
4738,39,Luke Combs,Better Together,39,30,7,2020-11-28
4739,40,Luke Combs,Forever After All,27,2,4,2020-11-28
4740,41,Jason Aldean,Got What I Got,34,16,25,2020-11-28
4741,42,Chris Lane,"Big, Big Plans",56,42,7,2020-11-28
4742,43,Brenda Lee,Rockin' Around The Christmas Tree,0,2,33,2020-11-28
4743,44,Shawn Mendes,Wonder,32,18,7,2020-11-28
4744,45,Ariana Grande,pov,45,40,3,2020-11-28
4745,46,Future & Lil Uzi Vert,Stripes Like Burberry,0,46,1,2020-11-28
4746,47,Juice WRLD x Marshmello,Come & Go,38,2,19,2020-11-28
4747,48,Sam Smith,Diamonds,40,40,9,2020-11-28
4748,49,Harry Styles,Adore You,43,6,50,2020-11-28
4749,50,Future & Lil Uzi Vert,That's It,0,50,1,2020-11-28
4750,51,Tate McRae,You Broke Me First.,50,50,13,2020-11-28
4751,52,Dan + Shay,I Should Probably Go To Bed,49,42,16,2020-11-28
4752,53,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,41,11,20,2020-11-28
4753,54,Future & Lil Uzi Vert,Real Baby Pluto,0,54,1,2020-11-28
4754,55,Jon Pardi,Ain't Always The Cowboy,58,55,12,2020-11-28
4755,56,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now,52,10,7,2020-11-28
4756,57,Phoebe & Maggie,Iris,0,57,1,2020-11-28
4757,58,Travis Scott Featuring Young Thug & M.I.A.,Franchise,55,1,8,2020-11-28
4758,59,Machine Gun Kelly X blackbear,My Ex's Best Friend,60,28,14,2020-11-28
4759,60,King Von,Took Her To The O,47,47,2,2020-11-28
4760,61,Pop Smoke Featuring Lil Tjay,Mood Swings,53,17,20,2020-11-28
4761,62,Jhene Aiko Featuring H.E.R.,B.S.,61,24,16,2020-11-28
4762,63,Morgan Wallen,7 Summers,63,6,14,2020-11-28
4763,64,Future & Lil Uzi Vert,Marni On Me,0,64,1,2020-11-28
4764,65,Miley Cyrus,Midnight Sky,44,14,14,2020-11-28
4765,66,Jack Harlow,Tyler Herro,57,34,4,2020-11-28
4766,67,Future & Lil Uzi Vert,Million Dollar Play,0,67,1,2020-11-28
4767,68,Future & Lil Uzi Vert,Sleeping On The Floor,0,68,1,2020-11-28
4768,69,BRS Kash,Throat Baby (Go Baby),69,69,5,2020-11-28
4769,70,Megan Thee Stallion Featuring Young Thug,Don't Stop,73,30,7,2020-11-28
4770,71,Niko Moon,Good Time,74,71,7,2020-11-28
4771,72,Kelsea Ballerini,Hole In The Bottle,87,72,6,2020-11-28
4772,73,Ne-Yo & Jeremih,U 2 Luv,68,66,7,2020-11-28
4773,74,DaBaby Featuring Young Thug,Blind,89,74,9,2020-11-28
4774,75,The Kid LAROI,So Done,59,59,4,2020-11-28
4775,76,SZA Featuring Ty Dolla $ign,Hit Different,71,29,11,2020-11-28
4776,77,Harry Styles,Golden,78,74,5,2020-11-28
4777,78,Lady A,Champagne Night,75,75,5,2020-11-28
4778,79,Jameson Rodgers,Some Girls,62,29,15,2020-11-28
4779,80,Polo G,Martin & Gina,72,61,16,2020-11-28
4780,81,CJ,Whoopty,97,81,2,2020-11-28
4781,82,Matt Stell,Everywhere But On,54,48,11,2020-11-28
4782,83,DJ Khaled Featuring Drake,Popstar,64,3,18,2020-11-28
4783,84,Juice WRLD,Wishing Well,70,5,19,2020-11-28
4784,85,Thomas Rhett,What's Your Country Song,0,85,1,2020-11-28
4785,86,Future & Lil Uzi Vert,Plastic,0,86,1,2020-11-28
4786,87,Ritt Momney,Put Your Records On,82,79,7,2020-11-28
4787,88,Conan Gray,Heather,79,46,14,2020-11-28
4788,89,Money Man Featuring Lil Baby,24,67,49,14,2020-11-28
4789,90,Kenny Chesney,Happy Does,91,85,5,2020-11-28
4790,91,21 Savage & Metro Boomin,Runnin,85,9,7,2020-11-28
4791,92,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",Relacion,90,64,11,2020-11-28
4792,93,Darius Rucker,Beers And Sunshine,93,93,2,2020-11-28
4793,94,Jason Derulo,Take You Dancing,96,94,3,2020-11-28
4794,95,Farruko,La Toxica,100,95,4,2020-11-28
4795,96,Saweetie,Tap In,86,20,19,2020-11-28
4796,97,Future,Rockstar Chainz,0,97,1,2020-11-28
4797,98,YoungBoy Never Broke Again,Kacey Talk,92,50,14,2020-11-28
4798,99,DaBaby,Practice,88,86,4,2020-11-28
4799,100,Future & Lil Uzi Vert,Bought A Bad Bitch,0,100,1,2020-11-28
4800,1,BTS,Life Goes On,0,1,1,2020-12-05
4801,2,24kGoldn Featuring iann dior,Mood,1,1,16,2020-12-05
4802,3,BTS,Dynamite,14,1,14,2020-12-05
4803,4,Ariana Grande,Positions,3,1,5,2020-12-05
4804,5,Gabby Barrett Featuring Charlie Puth,I Hope,4,3,48,2020-12-05
4805,6,Justin Bieber Featuring Chance The Rapper,Holy,6,3,10,2020-12-05
4806,7,Drake Featuring Lil Durk,Laugh Now Cry Later,5,2,15,2020-12-05
4807,8,Shawn Mendes & Justin Bieber,Monster,0,8,1,2020-12-05
4808,9,The Weeknd,Blinding Lights,7,1,52,2020-12-05
4809,10,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,8,6,15,2020-12-05
4810,11,Billie Eilish,Therefore I Am,2,2,3,2020-12-05
4811,12,Megan Thee Stallion,Body,0,12,1,2020-12-05
4812,13,BTS,Blue & Grey,0,13,1,2020-12-05
4813,14,Mariah Carey,All I Want For Christmas Is You,29,1,39,2020-12-05
4814,15,Bad Bunny & Jhay Cortez,Dakiti,9,8,4,2020-12-05
4815,16,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,10,6,21,2020-12-05
4816,17,Chris Brown & Young Thug,Go Crazy,12,9,29,2020-12-05
4817,18,Ava Max,Kings & Queens,13,13,16,2020-12-05
4818,19,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),11,1,24,2020-12-05
4819,20,Morgan Wallen,More Than My Hometown,15,15,24,2020-12-05
4820,21,Brenda Lee,Rockin' Around The Christmas Tree,43,2,34,2020-12-05
4821,22,BTS,Stay,0,22,1,2020-12-05
4822,23,Cardi B Featuring Megan Thee Stallion,WAP,16,1,16,2020-12-05
4823,24,Dua Lipa Featuring DaBaby,Levitating,20,20,8,2020-12-05
4824,25,Morgan Wallen,Somebody's Problem,0,25,1,2020-12-05
4825,26,DaBaby Featuring Roddy Ricch,Rockstar,17,1,32,2020-12-05
4826,27,Kane Brown With Swae Lee & Khalid,Be Like That,19,19,20,2020-12-05
4827,28,Lewis Capaldi,Before You Go,18,9,43,2020-12-05
4828,29,AJR,Bang!,24,24,21,2020-12-05
4829,30,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35,27,8,4,2020-12-05
4830,31,Bobby Helms,Jingle Bell Rock,0,3,31,2020-12-05
4831,32,Justin Bieber & benny blanco,Lonely,26,14,6,2020-12-05
4832,33,Surf Mesa Featuring Emilee,ily,23,23,27,2020-12-05
4833,34,Moneybagg Yo,Said Sum,28,17,21,2020-12-05
4834,35,Maluma & The Weeknd,Hawai,22,12,14,2020-12-05
4835,36,Harry Styles,Watermelon Sugar,21,1,36,2020-12-05
4836,37,Andy Williams,It's The Most Wonderful Time Of The Year,0,7,16,2020-12-05
4837,38,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer,34,33,25,2020-12-05
4838,39,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,30,2,42,2020-12-05
4839,40,Lee Brice,One Of Them Girls,33,17,26,2020-12-05
4840,41,Pop Smoke,What You Know Bout Love,32,25,12,2020-12-05
4841,42,Wham!,Last Christmas,0,11,15,2020-12-05
4842,43,Parker McCollum,Pretty Heart,36,36,20,2020-12-05
4843,44,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,38,36,18,2020-12-05
4844,45,Jose Feliciano,Feliz Navidad,0,12,10,2020-12-05
4845,46,Morgan Wallen,Still Goin Down,0,46,1,2020-12-05
4846,47,Luke Combs,Better Together,39,30,8,2020-12-05
4847,48,Nat King Cole,The Christmas Song (Merry Christmas To You),0,11,22,2020-12-05
4848,49,Dean Martin,"Let It Snow, Let It Snow, Let It Snow",0,15,9,2020-12-05
4849,50,Russell Dickerson,Love You Like I Used To,35,31,12,2020-12-05
4850,51,Chris Lane,"Big, Big Plans",42,42,8,2020-12-05
4851,52,Chris Stapleton,Starting Over,25,25,13,2020-12-05
4852,53,Luke Combs,Forever After All,40,2,5,2020-12-05
4853,54,Miley Cyrus Featuring Dua Lipa,Prisoner,0,54,1,2020-12-05
4854,55,Lil Nas X,Holiday,37,37,2,2020-12-05
4855,56,Sam Smith,Diamonds,48,40,10,2020-12-05
4856,57,Shawn Mendes,Wonder,44,18,8,2020-12-05
4857,58,Dan + Shay,I Should Probably Go To Bed,52,42,17,2020-12-05
4858,59,Morgan Wallen,7 Summers,63,6,15,2020-12-05
4859,60,Juice WRLD x Marshmello,Come & Go,47,2,20,2020-12-05
4860,61,Jon Pardi,Ain't Always The Cowboy,55,55,13,2020-12-05
4861,62,Megan Thee Stallion Featuring Young Thug,Don't Stop,70,30,8,2020-12-05
4862,63,Tate McRae,You Broke Me First.,51,50,14,2020-12-05
4863,64,Ariana Grande,pov,45,40,4,2020-12-05
4864,65,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now,56,10,8,2020-12-05
4865,66,CJ,Whoopty,81,66,3,2020-12-05
4866,67,Machine Gun Kelly X blackbear,My Ex's Best Friend,59,28,15,2020-12-05
4867,68,Jhene Aiko Featuring H.E.R.,B.S.,62,24,17,2020-12-05
4868,69,BTS,Fly To My Room,0,69,1,2020-12-05
4869,70,BTS,Telepathy,0,70,1,2020-12-05
4870,71,Megan Thee Stallion Featuring DaBaby,Cry Baby,0,71,1,2020-12-05
4871,72,BTS,Dis-ease,0,72,1,2020-12-05
4872,73,King Von,Took Her To The O,60,47,3,2020-12-05
4873,74,BRS Kash,Throat Baby (Go Baby),69,69,6,2020-12-05
4874,75,Miley Cyrus,Midnight Sky,65,14,15,2020-12-05
4875,76,Lady A,Champagne Night,78,75,6,2020-12-05
4876,77,Jack Harlow,Tyler Herro,66,34,5,2020-12-05
4877,78,Travis Scott Featuring Young Thug & M.I.A.,Franchise,58,1,9,2020-12-05
4878,79,Niko Moon,Good Time,71,71,8,2020-12-05
4879,80,Megan Thee Stallion,Girls In The Hood,0,28,18,2020-12-05
4880,81,Harry Styles,Golden,77,74,6,2020-12-05
4881,82,Megan Thee Stallion,Shots Fired,0,82,1,2020-12-05
4882,83,Morgan Wallen,Livin' The Dream,0,83,1,2020-12-05
4883,84,SZA Featuring Ty Dolla $ign,Hit Different,76,29,12,2020-12-05
4884,85,Saweetie Featuring Jhene Aiko,Back To The Streets,0,76,2,2020-12-05
4885,86,Meek Mill Featuring Lil Durk,Pain Away,0,86,1,2020-12-05
4886,87,Kelsea Ballerini,Hole In The Bottle,72,72,7,2020-12-05
4887,88,Ne-Yo & Jeremih,U 2 Luv,73,66,8,2020-12-05
4888,89,Polo G,Martin & Gina,80,61,17,2020-12-05
4889,90,Future & Lil Uzi Vert,Drankin N Smokin,31,31,2,2020-12-05
4890,91,Juice WRLD,Wishing Well,84,5,20,2020-12-05
4891,92,Megan Thee Stallion Featuring City Girls & Hot Girl Meg,Do It On The Tip,0,92,1,2020-12-05
4892,93,Jameson Rodgers,Some Girls,79,29,16,2020-12-05
4893,94,Megan Thee Stallion,Circles,0,94,1,2020-12-05
4894,95,Ritt Momney,Put Your Records On,87,79,8,2020-12-05
4895,96,DJ Khaled Featuring Drake,Popstar,83,3,19,2020-12-05
4896,97,Karol G,Bichota,0,97,1,2020-12-05
4897,98,Kenny Chesney,Happy Does,90,85,6,2020-12-05
4898,99,Morgan Wallen,Cover Me Up,0,99,1,2020-12-05
4899,100,The Kid LAROI,So Done,75,59,5,2020-12-05
4900,1,24kGoldn Featuring iann dior,Mood,2,1,17,2020-12-12
4901,2,Mariah Carey,All I Want For Christmas Is You,14,1,40,2020-12-12
4902,3,Ariana Grande,Positions,4,1,6,2020-12-12
4903,4,Brenda Lee,Rockin' Around The Christmas Tree,21,2,35,2020-12-12
4904,5,Bad Bunny & Jhay Cortez,Dakiti,15,5,5,2020-12-12
4905,6,Drake Featuring Lil Durk,Laugh Now Cry Later,7,2,16,2020-12-12
4906,7,Justin Bieber Featuring Chance The Rapper,Holy,6,3,11,2020-12-12
4907,8,Gabby Barrett Featuring Charlie Puth,I Hope,5,3,49,2020-12-12
4908,9,Bobby Helms,Jingle Bell Rock,31,3,32,2020-12-12
4909,10,BTS,Dynamite,3,1,15,2020-12-12
4910,11,The Weeknd,Blinding Lights,9,1,53,2020-12-12
4911,12,Andy Williams,It's The Most Wonderful Time Of The Year,37,7,17,2020-12-12
4912,13,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,10,6,16,2020-12-12
4913,14,Megan Thee Stallion,Body,12,12,2,2020-12-12
4914,15,Chris Brown & Young Thug,Go Crazy,17,9,30,2020-12-12
4915,16,Jose Feliciano,Feliz Navidad,45,12,11,2020-12-12
4916,17,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,16,6,22,2020-12-12
4917,18,Nat King Cole,The Christmas Song (Merry Christmas To You),48,11,23,2020-12-12
4918,19,Ava Max,Kings & Queens,18,13,17,2020-12-12
4919,20,Billie Eilish,Therefore I Am,11,2,4,2020-12-12
4920,21,Wham!,Last Christmas,42,11,16,2020-12-12
4921,22,Dean Martin,"Let It Snow, Let It Snow, Let It Snow",49,15,10,2020-12-12
4922,23,The Ronettes,Sleigh Ride,0,21,8,2020-12-12
4923,24,Burl Ives,A Holly Jolly Christmas,0,4,16,2020-12-12
4924,25,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35,30,8,5,2020-12-12
4925,26,Dua Lipa Featuring DaBaby,Levitating,24,20,9,2020-12-12
4926,27,AJR,Bang!,29,24,22,2020-12-12
4927,28,BTS,Life Goes On,1,1,2,2020-12-12
4928,29,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),19,1,25,2020-12-12
4929,30,Kelly Clarkson,Underneath The Tree,0,30,6,2020-12-12
4930,31,Kane Brown With Swae Lee & Khalid,Be Like That,27,19,21,2020-12-12
4931,32,Morgan Wallen,More Than My Hometown,20,15,25,2020-12-12
4932,33,Cardi B Featuring Megan Thee Stallion,WAP,23,1,17,2020-12-12
4933,34,Andy Williams,Happy Holiday / The Holiday Season,0,24,5,2020-12-12
4934,35,DaBaby Featuring Roddy Ricch,Rockstar,26,1,33,2020-12-12
4935,36,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),0,28,7,2020-12-12
4936,37,Bing Crosby,White Christmas,0,12,17,2020-12-12
4937,38,Shawn Mendes & Justin Bieber,Monster,8,8,2,2020-12-12
4938,39,Michael Buble,It's Beginning To Look A Lot Like Christmas,0,39,2,2020-12-12
4939,40,Gene Autry,Rudolph The Red-Nosed Reindeer,0,16,9,2020-12-12
4940,41,Darlene Love,Christmas (Baby Please Come Home),0,29,4,2020-12-12
4941,42,Lewis Capaldi,Before You Go,28,9,44,2020-12-12
4942,43,Surf Mesa Featuring Emilee,ily,33,23,28,2020-12-12
4943,44,Moneybagg Yo,Said Sum,34,17,22,2020-12-12
4944,45,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,0,28,5,2020-12-12
4945,46,Justin Bieber & benny blanco,Lonely,32,14,7,2020-12-12
4946,47,Perry Como,(There's No Place Like) Home For The Holidays,0,32,4,2020-12-12
4947,48,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,39,2,43,2020-12-12
4948,49,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,44,36,19,2020-12-12
4949,50,Harry Styles,Watermelon Sugar,36,1,37,2020-12-12
4950,51,Lil Nas X,Holiday,55,37,3,2020-12-12
4951,52,Pop Smoke,What You Know Bout Love,41,25,13,2020-12-12
4952,53,Bad Bunny & Rosalia,La Noche de Anoche,0,53,1,2020-12-12
4953,54,Maluma & The Weeknd,Hawai,35,12,15,2020-12-12
4954,55,Luke Combs,Better Together,47,30,9,2020-12-12
4955,56,Chris Lane,"Big, Big Plans",51,42,9,2020-12-12
4956,57,Miley Cyrus,Midnight Sky,75,14,16,2020-12-12
4957,58,Sam Smith,Diamonds,56,40,11,2020-12-12
4958,59,Miley Cyrus Featuring Dua Lipa,Prisoner,54,54,2,2020-12-12
4959,60,Bad Bunny,Te Mudaste,0,60,1,2020-12-12
4960,61,Russell Dickerson,Love You Like I Used To,50,31,13,2020-12-12
4961,62,Chris Stapleton,Starting Over,52,25,14,2020-12-12
4962,63,Jon Pardi,Ain't Always The Cowboy,61,55,14,2020-12-12
4963,64,Bad Bunny,Yo Visto Asi,0,64,1,2020-12-12
4964,65,Trey Lewis,Dicked Down In Dallas,0,65,1,2020-12-12
4965,66,Dan + Shay,I Should Probably Go To Bed,58,42,18,2020-12-12
4966,67,Tate McRae,You Broke Me First.,63,50,15,2020-12-12
4967,68,Luke Combs,Forever After All,53,2,6,2020-12-12
4968,69,CJ,Whoopty,66,66,4,2020-12-12
4969,70,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now,65,10,9,2020-12-12
4970,71,Jhene Aiko Featuring H.E.R.,B.S.,68,24,18,2020-12-12
4971,72,Bad Bunny,Haciendo Que Me Amas,0,72,1,2020-12-12
4972,73,Machine Gun Kelly X blackbear,My Ex's Best Friend,67,28,16,2020-12-12
4973,74,Bad Bunny,Te Deseo Lo Mejor,0,74,1,2020-12-12
4974,75,Kelly Clarkson & Brett Eldredge,Under The Mistletoe,0,75,1,2020-12-12
4975,76,Morgan Wallen,7 Summers,59,6,16,2020-12-12
4976,77,Shawn Mendes,Wonder,57,18,9,2020-12-12
4977,78,Bad Bunny,Booker T,0,78,1,2020-12-12
4978,79,Bad Bunny,El Mundo Es Mio,0,79,1,2020-12-12
4979,80,Ariana Grande,pov,64,40,5,2020-12-12
4980,81,Bad Bunny,Hoy Cobre,0,81,1,2020-12-12
4981,82,Lady A,Champagne Night,76,75,7,2020-12-12
4982,83,Justin Bieber,Rockin' Around The Christmas Tree,0,83,1,2020-12-12
4983,84,Morgan Wallen,Somebody's Problem,25,25,2,2020-12-12
4984,85,BRS Kash,Throat Baby (Go Baby),74,69,7,2020-12-12
4985,86,Morgan Wallen,Still Goin Down,46,46,2,2020-12-12
4986,87,Bad Bunny,Maldita Pobreza,0,87,1,2020-12-12
4987,88,King Von,Took Her To The O,73,47,4,2020-12-12
4988,89,Megan Thee Stallion Featuring Young Thug,Don't Stop,62,30,9,2020-12-12
4989,90,SZA Featuring Ty Dolla $ign,Hit Different,84,29,13,2020-12-12
4990,91,Jack Harlow,Tyler Herro,77,34,6,2020-12-12
4991,92,Harry Styles,Golden,81,74,7,2020-12-12
4992,93,Niko Moon,Good Time,79,71,9,2020-12-12
4993,94,Bad Bunny,La Droga,0,94,1,2020-12-12
4994,95,Carrie Underwood,Favorite Time Of Year,0,95,1,2020-12-12
4995,96,Saweetie Featuring Jhene Aiko,Back To The Streets,85,76,3,2020-12-12
4996,97,Polo G,Martin & Gina,89,61,18,2020-12-12
4997,98,Kelsea Ballerini,Hole In The Bottle,87,72,8,2020-12-12
4998,99,The Kid LAROI,So Done,100,59,6,2020-12-12
4999,100,Karol G,Bichota,97,97,2,2020-12-12
5000,1,Mariah Carey,All I Want For Christmas Is You,2,1,41,2020-12-19
5001,2,24kGoldn Featuring iann dior,Mood,1,1,18,2020-12-19
5002,3,Brenda Lee,Rockin' Around The Christmas Tree,4,2,36,2020-12-19
5003,4,Ariana Grande,Positions,3,1,7,2020-12-19
5004,5,Bobby Helms,Jingle Bell Rock,9,3,33,2020-12-19
5005,6,Andy Williams,It's The Most Wonderful Time Of The Year,12,6,18,2020-12-19
5006,7,The Weeknd,Blinding Lights,11,1,54,2020-12-19
5007,8,Drake Featuring Lil Durk,Laugh Now Cry Later,6,2,17,2020-12-19
5008,9,Justin Bieber Featuring Chance The Rapper,Holy,7,3,12,2020-12-19
5009,10,Jose Feliciano,Feliz Navidad,16,10,12,2020-12-19
5010,11,Wham!,Last Christmas,21,11,17,2020-12-19
5011,12,Gabby Barrett Featuring Charlie Puth,I Hope,8,3,50,2020-12-19
5012,13,Chris Brown & Young Thug,Go Crazy,15,9,31,2020-12-19
5013,14,Burl Ives,A Holly Jolly Christmas,24,4,17,2020-12-19
5014,15,Dean Martin,"Let It Snow, Let It Snow, Let It Snow",22,15,11,2020-12-19
5015,16,Nat King Cole,The Christmas Song (Merry Christmas To You),18,11,24,2020-12-19
5016,17,Bad Bunny & Jhay Cortez,Dakiti,5,5,6,2020-12-19
5017,18,Megan Thee Stallion,Body,14,12,3,2020-12-19
5018,19,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,13,6,17,2020-12-19
5019,20,The Ronettes,Sleigh Ride,23,20,9,2020-12-19
5020,21,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,17,6,23,2020-12-19
5021,22,Ava Max,Kings & Queens,19,13,18,2020-12-19
5022,23,Billie Eilish,Therefore I Am,20,2,5,2020-12-19
5023,24,BTS,Dynamite,10,1,16,2020-12-19
5024,25,Kelly Clarkson,Underneath The Tree,30,25,7,2020-12-19
5025,26,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35,25,8,6,2020-12-19
5026,27,Dua Lipa Featuring DaBaby,Levitating,26,20,10,2020-12-19
5027,28,AJR,Bang!,27,24,23,2020-12-19
5028,29,Andy Williams,Happy Holiday / The Holiday Season,34,24,6,2020-12-19
5029,30,Lil Baby,On Me,0,30,1,2020-12-19
5030,31,Darlene Love,Christmas (Baby Please Come Home),41,29,5,2020-12-19
5031,32,Bing Crosby,White Christmas,37,12,18,2020-12-19
5032,33,Michael Buble,It's Beginning To Look A Lot Like Christmas,39,33,3,2020-12-19
5033,34,Gene Autry,Rudolph The Red-Nosed Reindeer,40,16,10,2020-12-19
5034,35,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,45,28,6,2020-12-19
5035,36,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),36,28,8,2020-12-19
5036,37,Perry Como,(There's No Place Like) Home For The Holidays,47,32,5,2020-12-19
5037,38,Shawn Mendes & Justin Bieber,Monster,38,8,3,2020-12-19
5038,39,Ariana Grande,Santa Tell Me,0,39,6,2020-12-19
5039,40,Chuck Berry,Run Rudolph Run,0,36,6,2020-12-19
5040,41,Lil Baby,Errbody,0,41,1,2020-12-19
5041,42,DaBaby Featuring Roddy Ricch,Rockstar,35,1,34,2020-12-19
5042,43,Cardi B Featuring Megan Thee Stallion,WAP,33,1,18,2020-12-19
5043,44,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),29,1,26,2020-12-19
5044,45,Paul McCartney,Wonderful Christmastime,0,45,2,2020-12-19
5045,46,Pop Smoke,What You Know Bout Love,52,25,14,2020-12-19
5046,47,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,48,2,44,2020-12-19
5047,48,Lil Nas X,Holiday,51,37,4,2020-12-19
5048,49,Morgan Wallen,More Than My Hometown,32,15,26,2020-12-19
5049,50,Justin Bieber & benny blanco,Lonely,46,14,8,2020-12-19
5050,51,CJ,Whoopty,69,51,5,2020-12-19
5051,52,Chris Lane,"Big, Big Plans",56,42,10,2020-12-19
5052,53,Sam Smith,Diamonds,58,40,12,2020-12-19
5053,54,Luke Combs,Better Together,55,30,10,2020-12-19
5054,55,Maluma & The Weeknd,Hawai,54,12,16,2020-12-19
5055,56,Jon Pardi,Ain't Always The Cowboy,63,55,15,2020-12-19
5056,57,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,49,36,20,2020-12-19
5057,58,Chris Stapleton,Starting Over,62,25,15,2020-12-19
5058,59,Kelly Clarkson & Brett Eldredge,Under The Mistletoe,75,59,2,2020-12-19
5059,60,Dan + Shay,I Should Probably Go To Bed,66,42,19,2020-12-19
5060,61,Russell Dickerson,Love You Like I Used To,61,31,14,2020-12-19
5061,62,Jhene Aiko Featuring H.E.R.,B.S.,71,24,19,2020-12-19
5062,63,The Kid LAROI,Without You,0,63,1,2020-12-19
5063,64,Tate McRae,You Broke Me First.,67,50,16,2020-12-19
5064,65,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now,70,10,10,2020-12-19
5065,66,Luke Combs,Forever After All,68,2,7,2020-12-19
5066,67,Machine Gun Kelly X blackbear,My Ex's Best Friend,73,28,17,2020-12-19
5067,68,Miley Cyrus Featuring Dua Lipa,Prisoner,59,54,3,2020-12-19
5068,69,Morgan Wallen,7 Summers,76,6,17,2020-12-19
5069,70,Shawn Mendes,Wonder,77,18,10,2020-12-19
5070,71,Justin Bieber,Rockin' Around The Christmas Tree,83,71,2,2020-12-19
5071,72,Juice WRLD x benny blanco,Real Shit,0,72,1,2020-12-19
5072,73,Miley Cyrus,Midnight Sky,57,14,17,2020-12-19
5073,74,Bad Bunny & Rosalia,La Noche de Anoche,53,53,2,2020-12-19
5074,75,Trey Lewis,Dicked Down In Dallas,65,65,2,2020-12-19
5075,76,Mariah Carey Featuring Ariana Grande & Jennifer Hudson,Oh Santa!,0,76,1,2020-12-19
5076,77,Jack Harlow,Tyler Herro,91,34,7,2020-12-19
5077,78,Lady A,Champagne Night,82,75,8,2020-12-19
5078,79,Niko Moon,Good Time,93,71,10,2020-12-19
5079,80,Carrie Underwood,Favorite Time Of Year,95,80,2,2020-12-19
5080,81,BRS Kash,Throat Baby (Go Baby),85,69,8,2020-12-19
5081,82,SZA Featuring Ty Dolla $ign,Hit Different,90,29,14,2020-12-19
5082,83,Harry Styles,Golden,92,74,8,2020-12-19
